ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
1.14.13.59	K64A	Nocardia farcinica	C(CCN)CC(C(=O)O)N	D-Lysine		0.026	s^(-1)
1.14.13.59	wildtype	Mycolicibacterium smegmatis	C(CCN)CC(C(=O)O)N	D-Lysine		0.179	s^(-1)
1.14.13.59	wildtype	Nocardia farcinica	C(CCN)CC(C(=O)O)N	D-Lysine		7.714	s^(-1)
2.7.1.236	wildtype	Xanthomonas oryzae pv. oryzicola	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		460.0	s^(-1)
2.7.1.236	wildtype	Xanthomonas oryzae pv. oryzicola	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		358.0	s^(-1)
2.7.1.212	wildtype	Thermococcus kodakarensis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	ADP		204.0	s^(-1)
2.7.1.212	wildtype	Thermococcus kodakarensis	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N	GDP		10.2	s^(-1)
2.7.1.212	wildtype	Thermococcus kodakarensis	C(C1C(C(C(O1)OP(=O)(O)O)O)O)O	alpha-D-ribose-1-phosphate		915.0	s^(-1)
2.7.1.212	wildtype	Thermococcus kodakarensis	C1C(C(OC1OP(=O)(O)O)CO)O	2-deoxy-alpha-D-ribose-1-phosphate		6.3	s^(-1)
2.4.1.10	N251W/K372Y	Bacillus licheniformis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		0.42	s^(-1)
2.4.1.10	wildtype	Bacillus licheniformis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		10.57	s^(-1)
2.4.1.10	K372A	Bacillus licheniformis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		0.88	s^(-1)
2.4.1.10	N251W	Bacillus licheniformis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		1.14	s^(-1)
2.4.1.10	K372Y	Bacillus licheniformis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		4.19	s^(-1)
2.4.1.10	wildtype	Leuconostoc mesenteroides	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		3.47	s^(-1)
2.4.1.10	wildtype	Paraburkholderia graminis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		289.0	s^(-1)
2.4.1.10	wildtype	Beijerinckia indica subsp. indica	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		534.0	s^(-1)
2.4.1.10	wildtype	Novosphingobium aromaticivorans	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		40735.0	s^(-1)
2.4.1.10	wildtype	Vibrio natriegens	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		100555.0	s^(-1)
2.4.1.10	wildtype	Gluconobacter oxydans	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		1192.0	s^(-1)
2.4.1.10	wildtype	Erwinia tasmaniensis	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		607.0	s^(-1)
2.4.1.10	wildtype	Erwinia amylovora	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		897.0	s^(-1)
2.4.1.10	wildtype	Streptococcus salivarius	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	sucrose		6124.0	s^(-1)
4.2.3.135	wildtype	Stereum hirsutum	CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C	trans,trans-Farnesyl diphosphate		4.284	s^(-1)
6.1.1.6	wildtype	Bacillus cereus	C(CCN)CC(C(=O)O)N	D-Lysine		260.0	s^(-1)
6.1.1.6	A233S	Bacillus cereus	C(CCN)CC(C(=O)O)N	D-Lysine		400.0	s^(-1)
3.1.3.72	wildtype	Shigella sp. CD2	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	myo-inositol hexakisphosphate		12389.0	s^(-1)
1.5.3.17	H64Q	Mus musculus	O=O	O2		1.4	s^(-1)
1.5.3.17	H64N	Mus musculus	O=O	O2		1.1	s^(-1)
1.5.3.17	H64N/H64A	Mus musculus	O=O	O2		1.0	s^(-1)
1.5.3.17	H64A	Mus musculus	O=O	O2		1.0	s^(-1)
1.5.3.17	wildtype	Mus musculus	O=O	O2		66.0	s^(-1)
1.5.3.17	D94N	Saccharomyces cerevisiae	O=O	O2		104.0	s^(-1)
1.5.3.17	N195A	Saccharomyces cerevisiae	O=O	O2		405.0	s^(-1)
1.5.3.17	wildtype	Saccharomyces cerevisiae	O=O	O2		428.0	s^(-1)
1.5.3.17	wildtype	Arabidopsis thaliana	C(CCNCCCN)CN	spermidine		12.4	s^(-1)
1.5.3.17	wildtype	Synechocystis sp. PCC 6803	C(CCNCCCN)CN	spermidine		0.37	s^(-1)
1.5.3.17	wildtype	Arabidopsis thaliana	C(CCNCCCN)CNCCCN	spermine		15.6	s^(-1)
1.5.3.17	H64A	Mus musculus	C(CCNCCCN)CNCCCN	spermine		1.4	s^(-1)
1.5.3.17	H64N	Mus musculus	C(CCNCCCN)CNCCCN	spermine		1.6	s^(-1)
1.5.3.17	H64Q	Mus musculus	C(CCNCCCN)CNCCCN	spermine		3.0	s^(-1)
1.5.3.17	wildtype	Synechocystis sp. PCC 6803	C(CCNCCCN)CNCCCN	spermine		3.16	s^(-1)
1.5.3.17	D94N	Saccharomyces cerevisiae	C(CCNCCCN)CNCCCN	spermine		4.1	s^(-1)
1.5.3.17	wildtype	Oryza sativa	C(CCNCCCN)CNCCCN	spermine		6.4	s^(-1)
1.5.3.17	wildtype	Mus musculus	C(CCNCCCN)CNCCCN	spermine		29.0	s^(-1)
1.5.3.17	N195A	Saccharomyces cerevisiae	C(CCNCCCN)CNCCCN	spermine		38.5	s^(-1)
1.5.3.17	wildtype	Saccharomyces cerevisiae	C(CCNCCCN)CNCCCN	spermine		400.0	s^(-1)
1.5.3.17	wildtype	Arabidopsis thaliana	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		44.0	s^(-1)
1.5.3.17	wildtype	Oryza sativa	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		0.61	s^(-1)
1.5.3.17	H64N	Mus musculus	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		17.0	s^(-1)
1.5.3.17	H64A	Mus musculus	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		62.0	s^(-1)
1.5.3.17	N195A	Saccharomyces cerevisiae	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		78.0	s^(-1)
1.5.3.17	H64Q	Mus musculus	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		84.0	s^(-1)
1.5.3.17	wildtype	Mus musculus	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		230.0	s^(-1)
1.5.3.17	D94N	Saccharomyces cerevisiae	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		320.0	s^(-1)
1.5.3.17	wildtype	Saccharomyces cerevisiae	CC(=O)NCCCNCCCCNCCCN	N1-acetylspermine		1400.0	s^(-1)
1.5.3.17	wildtype	Arabidopsis thaliana	C(CN)CNCCCNCCCN	norspermine		24.4	s^(-1)
1.5.3.17	wildtype	Oryza sativa	C(CN)CNCCCNCCCN	norspermine		2.48	s^(-1)
1.5.3.17	wildtype	Arabidopsis thaliana	C(CCNCCCNCCCN)CN	thermospermine		23.3	s^(-1)
1.5.3.17	wildtype	Oryza sativa	C(CCNCCCNCCCN)CN	thermospermine		13.8	s^(-1)
4.4.1.20	R104A	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		0.93	s^(-1)
4.4.1.20	wildtype	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		870.0	s^(-1)
4.4.1.20	S36E	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		26.0	s^(-1)
4.4.1.20	T40E	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		50.0	s^(-1)
4.4.1.20	wildtype	Mus musculus	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		68.0	s^(-1)
4.4.1.20	W116F	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		730.0	s^(-1)
4.4.1.20	W116A	Homo sapiens	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	glutathione		810.0	s^(-1)
4.4.1.20	R104A	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		1.3	s^(-1)
4.4.1.20	R104S	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		5.0	s^(-1)
4.4.1.20	W116F	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		7.0	s^(-1)
4.4.1.20	W116A	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		11.0	s^(-1)
4.4.1.20	R31Q	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		26.0	s^(-1)
4.4.1.20	R31A	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		28.0	s^(-1)
4.4.1.20	wildtype	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		1390.0	s^(-1)
4.4.1.20	S36E	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		130.0	s^(-1)
4.4.1.20	T40E	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		770.0	s^(-1)
4.4.1.20	wildtype	Mus musculus	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)O	leukotriene A4		2300.0	s^(-1)
4.4.1.20	R31A	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)OC	leukotriene A4 methyl ester		3.63	s^(-1)
4.4.1.20	wildtype	Homo sapiens	CCCCCC=CCC=CC=CC=CC1C(O1)CCCC(=O)OC	leukotriene A4 methyl ester		577.0	s^(-1)
6.4.1.4	G423A	Pseudomonas aeruginosa	CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C	3-methylcrotonoyl-CoA		3.68	s^(-1)
6.4.1.4	wildtype	Pseudomonas aeruginosa	CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C	3-methylcrotonoyl-CoA		4.4	s^(-1)
6.4.1.4	F417Y/G423A	Pseudomonas aeruginosa	CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C	3-methylcrotonoyl-CoA		4.6	s^(-1)
6.4.1.4	F417Y	Pseudomonas aeruginosa	CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C	3-methylcrotonoyl-CoA		5.36	s^(-1)
1.1.1.361	wildtype	Bacillus subtilis	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+		123.4	s^(-1)
1.1.1.361	wildtype	Bacillus subtilis	C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O	D-glucose 6-phosphate		128.9	s^(-1)
6.1.1.1	wildtype	Escherichia coli	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		33020.0	s^(-1)
6.1.1.1	wildtype	Cricetulus griseus	C1=CC(=CC=C1CC(C(=O)O)N)O	L-tyrosine		856.16	s^(-1)
6.1.1.1	wildtype	Escherichia coli	C1=CC(=CC=C1CC(C(=O)O)N)O	L-tyrosine		1990.0	s^(-1)
2.7.7.27	E38K	Solanum tuberosum	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		893.0	s^(-1)
2.7.7.27	E38K/G101N	Solanum tuberosum	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		1100.0	s^(-1)
2.7.7.27	wildtype	Solanum tuberosum	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	ATP		1460.0	s^(-1)
2.7.7.27	E38K	Solanum tuberosum	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	beta-D-glucose 1-phosphate		819.0	s^(-1)
2.7.7.27	E38K/G101N	Solanum tuberosum	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	beta-D-glucose 1-phosphate		1300.0	s^(-1)
2.7.7.27	G101N	Solanum tuberosum	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	beta-D-glucose 1-phosphate		1360.0	s^(-1)
2.7.7.27	wildtype	Solanum tuberosum	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	beta-D-glucose 1-phosphate		1800.0	s^(-1)
6.3.4.6	D1321A	Kluyveromyces lactis	C(=O)(N)N	Urea		0.041	s^(-1)
6.3.4.6	S177A	Kluyveromyces lactis	C(=O)(N)N	Urea		3.87	s^(-1)
6.3.4.6	Y1628F	Kluyveromyces lactis	C(=O)(N)N	Urea		4.3	s^(-1)
6.3.4.6	K1605A	Kluyveromyces lactis	C(=O)(N)N	Urea		4.45	s^(-1)
6.3.4.6	D1564N	Kluyveromyces lactis	C(=O)(N)N	Urea		5.5	s^(-1)
6.3.4.6	Y1324F	Kluyveromyces lactis	C(=O)(N)N	Urea		5.9	s^(-1)
6.3.4.6	G572E/G559E	Kluyveromyces lactis	C(=O)(N)N	Urea		8.31	s^(-1)
6.3.4.6	wildtype	Kluyveromyces lactis	C(=O)(N)N	Urea		659.0	s^(-1)
6.3.4.6	K1605A/S177A	Kluyveromyces lactis	C(=O)(N)N	Urea		58.7	s^(-1)
6.3.4.6	E1792A	Kluyveromyces lactis	C(=O)(N)N	Urea		176.0	s^(-1)
1.1.1.207	wildtype	Mentha x piperita	CC1CCC(C(=O)C1)C(C)C	(-)-menthone		7660.0	s^(-1)
1.1.1.207	wildtype	Mentha arvensis	CC1CCC(C(=O)C1)C(C)C	(-)-menthone		4130.0	s^(-1)
1.1.1.207	wildtype	Mentha x piperita	CC1CCC(C(C1)O)C(C)C	(+)-neomenthol		990.0	s^(-1)
1.1.1.207	wildtype	Mentha arvensis	CC1CCC(C(C1)O)C(C)C	(+)-neomenthol		3150.0	s^(-1)
2.7.4.21	wildtype	Homo sapiens	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	myo-inositol hexakisphosphate		76.0	s^(-1)
1.14.17.1	wildtype	Drosophila sp. (in: flies)	C(C(C1C(=C(C(=O)O1)O)O)O)O	D-ascorbic acid		1.38	s^(-1)
1.14.17.1	wildtype	Drosophila sp. (in: flies)	C1=CC(=CC=C1CCN)O	tyramine		74.3	s^(-1)
4.2.1.2	wildtype	Arabidopsis thaliana	C(=CC(=O)[O-])C(=O)[O-]	fumarate		57.6	s^(-1)
4.2.1.2	wildtype	Escherichia coli	C(=CC(=O)[O-])C(=O)[O-]	fumarate		6600.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli O157:H7	C(=CC(=O)[O-])C(=O)[O-]	fumarate		750.0	s^(-1)
4.2.1.2	wildtype	Paraburkholderia xenovorans	C(=CC(=O)[O-])C(=O)[O-]	fumarate		2800.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli K-12	C(=CC(=O)[O-])C(=O)[O-]	fumarate		3120.0	s^(-1)
4.2.1.2	wildtype	Pyrococcus furiosus	C(=CC(=O)[O-])C(=O)[O-]	fumarate		3200.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli O157:H7	C(C(C(=O)O)O)C(=O)O	(S)-malate		260.0	s^(-1)
4.2.1.2	wildtype	Paraburkholderia xenovorans	C(C(C(=O)O)O)C(=O)O	(S)-malate		398.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli K-12	C(C(C(=O)O)O)C(=O)O	(S)-malate		370.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli	C(C(C(=O)O)O)C(=O)O	(S)-malate		1600.0	s^(-1)
4.2.1.2	wildtype	Pyrococcus furiosus	C(C(C(=O)O)O)C(=O)O	(S)-malate		3700.0	s^(-1)
4.2.1.2	H159Y	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0075	s^(-1)
4.2.1.2	H318Y	Homo sapiens	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.021	s^(-1)
4.2.1.2	N161F	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0317	s^(-1)
4.2.1.2	H159V	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0367	s^(-1)
4.2.1.2	N161E	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0433	s^(-1)
4.2.1.2	D162W	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.05	s^(-1)
4.2.1.2	H159S	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.05	s^(-1)
4.2.1.2	N161R	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.055	s^(-1)
4.2.1.2	D162K	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0583	s^(-1)
4.2.1.2	P160H	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0583	s^(-1)
4.2.1.2	D162M	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.065	s^(-1)
4.2.1.2	P160T	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.08	s^(-1)
4.2.1.2	wildtype	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.0967	s^(-1)
4.2.1.2	P160A	Rhizopus arrhizus	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.1283	s^(-1)
4.2.1.2	A308T	Homo sapiens	C(C(C(=O)O)O)C(=O)O	(S)-malate		0.15	s^(-1)
4.2.1.2	wildtype	Arabidopsis thaliana	C(C(C(=O)O)O)C(=O)O	(S)-malate		37.8	s^(-1)
4.2.1.2	wildtype	Streptomyces lividans	C(C(C(=O)O)O)C(=O)O	(S)-malate		17.8	s^(-1)
4.2.1.2	wildtype	Homo sapiens	C(C(C(=O)O)O)C(=O)O	(S)-malate		80.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli	CC(=CC(=O)O)C(=O)O	mesaconate		2000.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli K-12	CC(=CC(=O)O)C(=O)O	mesaconate		580.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli O157:H7	CC(=CC(=O)O)C(=O)O	mesaconate		2000.0	s^(-1)
4.2.1.2	wildtype	Paraburkholderia xenovorans	CC(=CC(=O)O)C(=O)O	mesaconate		3600.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli	C(C(C(=O)[O-])O)(C(=O)[O-])O	(2S,3S)-tartrate		12.0	s^(-1)
4.2.1.2	wildtype	Pyrococcus furiosus	C(C(C(=O)[O-])O)(C(=O)[O-])O	(2S,3S)-tartrate		930.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli O157:H7	C(C(C(=O)[O-])O)(C(=O)[O-])O	(2S,3S)-tartrate		0.05	s^(-1)
4.2.1.2	wildtype	Escherichia coli K-12	C(C(C(=O)[O-])O)(C(=O)[O-])O	(2S,3S)-tartrate		2.13	s^(-1)
4.2.1.2	wildtype	Escherichia coli	CC(CC(=O)O)(C(=O)O)O	(S)-citramalate		110.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli K-12	CC(CC(=O)O)(C(=O)O)O	(S)-citramalate		38.0	s^(-1)
4.2.1.2	wildtype	Escherichia coli O157:H7	CC(CC(=O)O)(C(=O)O)O	(S)-citramalate		110.0	s^(-1)
4.2.1.2	wildtype	Paraburkholderia xenovorans	CC(CC(=O)O)(C(=O)O)O	(S)-citramalate		131.0	s^(-1)
6.3.4.15	wildtype	Escherichia coli	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	biotin		1050.0	s^(-1)
6.3.4.15	P85S/M157T/I11V/K163E/I224T	Escherichia coli	CC1C(NC(=O)N1)CCCCCC(=O)O	desthiobiotin		100.0	s^(-1)
6.3.4.15	M157T	Escherichia coli	CC1C(NC(=O)N1)CCCCCC(=O)O	desthiobiotin		120.0	s^(-1)
6.3.4.15	wildtype	Escherichia coli	CC1C(NC(=O)N1)CCCCCC(=O)O	desthiobiotin		170.0	s^(-1)
4.3.2.8	wildtype	Oryctolagus cuniculus	C(CC(=O)NCCC(=O)O)C(C(=O)O)N	L-gamma-glutamyl-beta-alanine		0.19	s^(-1)
4.3.2.8	wildtype	Oryctolagus cuniculus	CC(C)(C)CCNC(=O)CCC(C(=O)O)N	L-gamma-glutamylneohexylamine		1.45	s^(-1)
4.3.2.8	wildtype	Oryctolagus cuniculus	C1CCC(C1)NC(=O)CCC(C(=O)O)N	L-gamma-glutamylcyclopentylamine		0.9	s^(-1)
4.3.2.8	wildtype	Oryctolagus cuniculus	C1=CC=C(C=C1)CNC(=O)CCC(C(=O)O)N	L-gamma-glutamylbenzylamine		0.71	s^(-1)
4.3.2.8	wildtype	Oryctolagus cuniculus	CCC(C)CNC(=O)CCC(C(=O)O)N	L-gamma-glutamyl-2-methylbutylamine		0.51	s^(-1)
2.3.1.276	wildtype	Sulfurisphaera tokodaii	C(C1C(C(C(C(O1)OP(=O)(O)O)N)O)O)O	alpha-D-galactosamine 1-phosphate		40.8	s^(-1)
2.7.1.218	wildtype	Escherichia coli	C1COCCN1C(C(=O)C(C(C(CO)O)O)O)O	1-deoxy-1-morpholinofructose		0.14	s^(-1)
2.7.1.218	wildtype	Escherichia coli	C(C(C(C(C(=O)CNCC(=O)O)O)O)O)O	fructosylglycine		0.006	s^(-1)
2.7.1.218	wildtype	Bacillus subtilis	C(C(C(C(C(=O)CNCC(=O)O)O)O)O)O	fructosylglycine		8.3	s^(-1)
2.7.4.8	wildtype	Oryza sativa Japonica Group	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		344.0	s^(-1)
2.7.4.8	wildtype	Escherichia coli	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		1347.0	s^(-1)
2.7.4.8	S121F	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2100.0	s^(-1)
2.7.4.8	R116Q	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2300.0	s^(-1)
2.7.4.8	G3A	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2400.0	s^(-1)
2.7.4.8	V91M	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2400.0	s^(-1)
2.7.4.8	S2L	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2500.0	s^(-1)
2.7.4.8	S186Y	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2600.0	s^(-1)
2.7.4.8	wildtype	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		2800.0	s^(-1)
2.7.4.8	R96G	Homo sapiens	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		3400.0	s^(-1)
2.7.4.8	wildtype	Brugia malayi	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	5'-GMP		50000.0	s^(-1)
1.1.1.269	K214A	Xanthobacter autotrophicus	CC(C)O	2-propanol		1.8	s^(-1)
1.1.1.269	R211A	Xanthobacter autotrophicus	CC(C)O	2-propanol		2.4	s^(-1)
1.1.1.269	wildtype	Xanthobacter autotrophicus	CCC(=O)C	2-butanone		0.37	s^(-1)
1.1.1.269	R211A	Xanthobacter autotrophicus	CCC(=O)C	2-butanone		0.4	s^(-1)
1.1.1.269	K214A	Xanthobacter autotrophicus	CCC(=O)C	2-butanone		0.54	s^(-1)
1.1.1.269	wildtype	Xanthobacter autotrophicus	CCC(C)O	(2S)-2-butanol		0.0928	s^(-1)
1.1.1.269	R211A	Xanthobacter autotrophicus	CC(=O)CSCCS(=O)(=O)O	2-(2-oxopropylthio)ethanesulfonate		0.75	s^(-1)
1.1.1.269	K214A	Xanthobacter autotrophicus	CC(=O)CSCCS(=O)(=O)O	2-(2-oxopropylthio)ethanesulfonate		0.81	s^(-1)
1.1.1.269	wildtype	Xanthobacter autotrophicus	CC(=O)CSCCS(=O)(=O)O	2-(2-oxopropylthio)ethanesulfonate		420.0	s^(-1)
1.1.1.269	wildtype	Xanthobacter autotrophicus	CC(CSCCS(=O)(=O)O)O	(2S)-2-hydroxypropyl-CoM		500.0	s^(-1)
1.11.1.26	T43V	Salmonella enterica subsp. enterica serovar Typhimurium	OO	H2O2		1.8	s^(-1)
1.11.1.26	R119A	Salmonella enterica subsp. enterica serovar Typhimurium	OO	H2O2		8.0	s^(-1)
1.11.1.26	wildtype	Burkholderia thailandensis	OO	H2O2		36.0	s^(-1)
1.11.1.26	E49Q	Salmonella enterica subsp. enterica serovar Typhimurium	OO	H2O2		99.0	s^(-1)
1.11.1.26	T43A	Salmonella enterica subsp. enterica serovar Typhimurium	OO	H2O2		110.0	s^(-1)
1.11.1.26	C165S	Salmonella enterica subsp. enterica serovar Typhimurium	OO	H2O2		270.0	s^(-1)
